18439168,18440191,CN,China,Nei Mongol,Ulanqab,41.000000,113.133333
18440192,18441215,CN,China,Nei Mongol,Bayannur,40.766667,107.400000
18441216,18444287,CN,China,Nei Mongol,Hohhot,40.810649,111.650669
18444288,18445823,CN,China,Nei Mongol,Xilinhot,43.966670,116.033330
18445824,18446079,CN,China,Nei Mongol,Erenhot,43.650000,111.983333
18446080,18446335,CN,China,Nei Mongol,Xilinhot,43.966670,116.033330
18446336,18448383,CN,China,Nei Mongol,Baotou,40.651910,109.822920
18448384,18450431,CN,China,Nei Mongol,Ulanqab,41.000000,113.133333
18450432,18454527,CN,China,Nei Mongol,Hohhot,40.810649,111.650669
18454528,18466815,CN,China,Nei Mongol,Xilinhot,43.966670,116.033330
18466816,18473983,CN,China,Nei Mongol,Baotou,40.651910,109.822920
18473984,18481151,CN,China,Nei Mongol,Bayannur,40.766667,107.400000
18481152,18489343,CN,China,Nei Mongol,Hulunbuir,49.200000,119.700000
18489344,18505727,CN,China,Nei Mongol,Tongliao,43.612500,122.265280
18505728,18531327,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18531328,18534399,CN,China,Nei Mongol,Hulunbuir,49.200000,119.700000
18534400,18535423,CN,China,Nei Mongol,Ulanhot,46.083330,122.083330
18535424,18535679,CN,China,Nei Mongol,Tongliao,43.612500,122.265280
18535680,18536447,CN,China,Nei Mongol,Baotou,40.651910,109.822920
18536448,18537471,CN,China,Nei Mongol,Hulunbuir,49.200000,119.700000
18537472,18547711,CN,China,Nei Mongol,Tongliao,43.612500,122.265280
18547712,18554879,CN,China,Nei Mongol,Hulunbuir,49.200000,119.700000
18554880,18558975,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18558976,18559231,CN,China,Nei Mongol,Hohhot,40.810649,111.650669
18559232,18559743,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18559744,18559999,CN,China,Nei Mongol,Hohhot,40.810649,111.650669
18560000,18563071,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18563072,18569215,CN,China,Nei Mongol,Hulunbuir,49.200000,119.700000
18569216,18574591,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18574592,18575359,CN,China,Nei Mongol,Baotou,40.651910,109.822920
18575360,18584575,CN,China,Nei Mongol,Tongliao,43.612500,122.265280
18584576,18585599,CN,China,Nei Mongol,Hulunbuir,49.200000,119.700000
18585600,18591743,CN,China,Nei Mongol,Ulanhot,46.083330,122.083330
18591744,18606591,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18606592,18608127,CN,China,Nei Mongol,Hulunbuir,49.200000,119.700000
18608128,18609151,CN,China,Nei Mongol,Tongliao,43.612500,122.265280
18609152,18610175,CN,China,Nei Mongol,Baotou,40.651910,109.822920
18610176,18611199,CN,China,Nei Mongol,Ulanhot,46.083330,122.083330
18611200,18616319,CN,China,Nei Mongol,Baotou,40.651910,109.822920
18616320,18620415,CN,China,Nei Mongol,Ulanqab,41.000000,113.133333
18620416,18628607,CN,China,Nei Mongol,Hohhot,40.810649,111.650669
18628608,18630655,CN,China,Nei Mongol,Baotou,40.651910,109.822920
18630656,18631679,CN,China,Nei Mongol,Tongliao,43.612500,122.265280
18631680,18632703,CN,China,Nei Mongol,Baotou,40.651910,109.822920
18632704,18634751,CN,China,Nei Mongol,Wuhai,39.664720,106.812220
18634752,18636799,CN,China,Nei Mongol,Baotou,40.651910,109.822920
18636800,18640895,CN,China,Nei Mongol,Hohhot,40.810649,111.650669
18640896,18646015,CN,China,Nei Mongol,Baotou,40.651910,109.822920
18646016,18647039,CN,China,Nei Mongol,Hohhot,40.810649,111.650669
18647040,18648063,CN,China,Nei Mongol,Baotou,40.651910,109.822920
18648064,18653183,CN,China,Nei Mongol,Ulanqab,41.000000,113.133333
18653184,18655231,CN,China,Nei Mongol,Wuhai,39.664720,106.812220
18655232,18657023,CN,China,Nei Mongol,Baotou,40.651910,109.822920
18657024,18657279,CN,China,Nei Mongol,Hulunbuir,49.200000,119.700000
18657280,18658303,CN,China,Nei Mongol,Baotou,40.651910,109.822920
18658304,18659327,CN,China,Nei Mongol,Hohhot,40.810649,111.650669
18659328,18674687,CN,China,Nei Mongol,Baotou,40.651910,109.822920
18674688,18675711,CN,China,Nei Mongol,Wuhai,39.664720,106.812220
18675712,18677759,CN,China,Nei Mongol,Baotou,40.651910,109.822920
18677760,18683903,CN,China,Nei Mongol,Hulunbuir,49.200000,119.700000
18683904,18716927,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18716928,18717183,CN,China,Nei Mongol,Tongliao,43.612500,122.265280
18717184,18719743,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18719744,18736639,CN,China,Nei Mongol,Tongliao,43.612500,122.265280
18736640,18737919,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18737920,18738175,CN,China,Nei Mongol,Tongliao,43.612500,122.265280
18738176,18741759,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18741760,18742015,CN,China,Nei Mongol,Hulunbuir,49.200000,119.700000
18742016,18742527,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18742528,18743039,CN,China,Heilongjiang,Nenjiang,49.183330,125.216670
18743040,18744831,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18744832,18745087,CN,China,Nei Mongol,Baotou,40.651910,109.822920
18745088,18753535,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18753536,18761215,CN,China,Nei Mongol,Ulanqab,41.000000,113.133333
18761216,18761471,CN,China,Nei Mongol,Hohhot,40.810649,111.650669
18761472,18761983,CN,China,Nei Mongol,Ulanqab,41.000000,113.133333
18761984,18762239,CN,China,Nei Mongol,Hohhot,40.810649,111.650669
18762240,18765055,CN,China,Nei Mongol,Ulanqab,41.000000,113.133333
18765056,18765311,CN,China,Nei Mongol,Bayannur,40.766667,107.400000
18765312,18765823,CN,China,Nei Mongol,Ulanqab,41.000000,113.133333
18765824,18766079,CN,China,Nei Mongol,Hohhot,40.810649,111.650669
18766080,18769663,CN,China,Nei Mongol,Ulanqab,41.000000,113.133333
18769664,18771199,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18771200,18771455,CN,China,Nei Mongol,Wuhai,39.664720,106.812220
18771456,18780415,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18780416,18780671,CN,China,Nei Mongol,Ordos,39.600000,109.783333
18780672,18784255,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18784256,18785023,CN,China,Nei Mongol,Hohhot,40.810649,111.650669
18785024,18789631,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18789632,18789887,CN,China,Nei Mongol,Ulanqab,41.000000,113.133333
18789888,18791935,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18791936,18792191,CN,China,Nei Mongol,Hohhot,40.810649,111.650669
18792192,18803711,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18803712,18803967,CN,China,Nei Mongol,Wuhai,39.664720,106.812220
18803968,18807295,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18807296,18807551,CN,China,Nei Mongol,Ulanhot,46.083330,122.083330
18807552,18816767,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18816768,18817023,CN,China,Nei Mongol,Baotou,40.651910,109.822920
18817024,18822399,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18822400,18822655,CN,China,Nei Mongol,Hohhot,40.810649,111.650669
18822656,18826751,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18826752,18827007,CN,China,Nei Mongol,Tongliao,43.612500,122.265280
18827008,18832383,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18832384,18832639,CN,China,Nei Mongol,Ulanhot,46.083330,122.083330
18832640,18838015,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18838016,18838271,CN,China,Nei Mongol,Hohhot,40.810649,111.650669
18838272,18841599,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18841600,18857983,CN,China,Nei Mongol,Hohhot,40.810649,111.650669
18857984,18863103,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18863104,18863359,CN,China,Liaoning,Lingyuan,41.240000,119.401110
18863360,18867455,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
18867456,18867967,CN,China,Nei Mongol,Ulanhot,46.083330,122.083330
18867968,18874367,CN,China,Nei Mongol,Chifeng,42.268330,118.963610
19726336,19791871,CN,China,Beijing,Beijing,39.907500,116.397100
19922944,19939327,CN,China,Guizhou,Anshun,26.250000,105.933330
19939328,19940351,CN,China,Guizhou,Duyun,26.266670,107.516670
19940352,19940607,CN,China,Guizhou,Kaili,26.583333,107.966667
19940608,19941631,CN,China,Guizhou,Duyun,26.266670,107.516670
19941632,19941887,CN,China,Guizhou,Fuquan,26.700000,107.550000
19941888,19942911,CN,China,Guizhou,Duyun,26.266670,107.516670
19942912,19943167,CN,China,Guizhou,Guiyang,26.583330,106.716670
19943168,19943423,CN,China,Guizhou,Duyun,26.266670,107.516670
19943424,19943679,CN,China,Guizhou,Guiyang,26.583330,106.716670
19943680,19945471,CN,China,Guizhou,Duyun,26.266670,107.516670
19945472,19945983,CN,China,Guizhou,Guiyang,26.583330,106.716670
19945984,19948031,CN,China,Guizhou,Duyun,26.266670,107.516670
19948032,19948287,CN,China,Guizhou,Guiyang,26.583330,106.716670
19948288,19949311,CN,China,Guizhou,Duyun,26.266670,107.516670
19949312,19949567,CN,China,Guizhou,Guiyang,26.583330,106.716670
19949568,19951871,CN,China,Guizhou,Duyun,26.266670,107.516670
19951872,19952127,CN,China,Guizhou,Guiyang,26.583330,106.716670
19952128,19955711,CN,China,Guizhou,Duyun,26.266670,107.516670
19955712,19963903,CN,China,Guizhou,Tongren,27.717220,109.185280
19963904,19972095,CN,China,Guizhou,Anshun,26.250000,105.933330
19972096,19972607,CN,China,Guizhou,Duyun,26.266670,107.516670
19972608,19972863,CN,China,Guizhou,Guiyang,26.583330,106.716670
19972864,19973119,CN,China,Guizhou,Duyun,26.266670,107.516670
19973120,19973375,CN,China,Guizhou,Guiyang,26.583330,106.716670
19973376,19975167,CN,China,Guizhou,Duyun,26.266670,107.516670
19975168,19975423,CN,China,Guizhou,Bijie,27.312500,105.294170
19975424,19975679,CN,China,Guizhou,Duyun,26.266670,107.516670
19975680,19975935,CN,China,Guizhou,Guiyang,26.583330,106.716670
19975936,19977983,CN,China,Guizhou,Duyun,26.266670,107.516670
19977984,19978239,CN,China,Yunnan,Kunming,25.038890,102.718330
19978240,19978495,CN,China,Guizhou,Duyun,26.266670,107.516670
19978496,19978751,CN,China,Guizhou,Guiyang,26.583330,106.716670
19978752,19979519,CN,China,Guizhou,Duyun,26.266670,107.516670
19979520,19979775,CN,China,Guizhou,Guiyang,26.583330,106.716670
19979776,19980287,CN,China,Guizhou,Duyun,26.266670,107.516670
19980288,19996671,CN,China,Guizhou,Tongren,27.717220,109.185280
19996672,20000255,CN,China,Guizhou,Bijie,27.312500,105.294170
20000256,20000511,CN,China,Guizhou,Zunyi,27.686442,106.907134
20000512,20004863,CN,China,Guizhou,Bijie,27.312500,105.294170
20004864,20013055,CN,China,Guizhou,Duyun,26.266670,107.516670
20013056,20013311,CN,China,Guizhou,Guiyang,26.583330,106.716670
20013312,20014591,CN,China,Guizhou,Zunyi,27.686442,106.907134
20014592,20014847,CN,China,Guizhou,Guiyang,26.583330,106.716670
20014848,20017151,CN,China,Guizhou,Zunyi,27.686442,106.907134
20017152,20017407,CN,China,Guizhou,Guiyang,26.583330,106.716670
20017408,20018175,CN,China,Guizhou,Zunyi,27.686442,106.907134
20018176,20018431,CN,China,Guizhou,Guiyang,26.583330,106.716670
20018432,20018687,CN,China,Guizhou,Zunyi,27.686442,106.907134
20018688,20018943,CN,China,Guizhou,Guiyang,26.583330,106.716670
20018944,20019199,CN,China,Guizhou,Zunyi,27.686442,106.907134
20019200,20019455,CN,China,Guizhou,Guiyang,26.583330,106.716670
20019456,20020223,CN,China,Guizhou,Zunyi,27.686442,106.907134
20020224,20020479,CN,China,Guizhou,Fuquan,26.700000,107.550000
20020480,20020991,CN,China,Guizhou,Zunyi,27.686442,106.907134
20020992,20021247,CN,China,Guizhou,Guiyang,26.583330,106.716670
20021248,20029439,CN,China,Guizhou,Anshun,26.250000,105.933330
20029440,20029695,CN,China,Guizhou,Zunyi,27.686442,106.907134
20029696,20030975,CN,China,Guizhou,Guiyang,26.583330,106.716670
20030976,20031231,CN,China,Guizhou,Zunyi,27.686442,106.907134
20031232,20031487,CN,China,Guizhou,Xingyi,24.533333,104.316667
20031488,20036863,CN,China,Guizhou,Guiyang,26.583330,106.716670
20036864,20037119,CN,China,Guizhou,Duyun,26.266670,107.516670
20037120,20037631,CN,China,Guizhou,Guiyang,26.583330,106.716670
20037632,20045823,CN,China,Guizhou,Xingyi,24.533333,104.316667
20045824,20054015,CN,China,Guizhou,Liupanshui,26.594444,104.833333
20054016,20075519,CN,China,Ningxia Huizu,Yinchuan,38.468237,106.272599
20075520,20076543,CN,China,Ningxia Huizu,Zhongwei,37.510034,105.181431
20076544,20078591,CN,China,Ningxia Huizu,Guyuan,36.016667,106.250000
20078592,20086783,CN,China,Ningxia Huizu,Yinchuan,38.468237,106.272599
20086784,20088063,CN,China,Ningxia Huizu,Wuzhong,38.000000,106.200000
20088064,20088319,CN,China,Ningxia Huizu,Yinchuan,38.468237,106.272599
20088320,20088575,CN,China,Ningxia Huizu,Guyuan,36.016667,106.250000
20088576,20088831,CN,China,Ningxia Huizu,Wuzhong,38.000000,106.200000
20088832,20090879,CN,China,Ningxia Huizu,Guyuan,36.016667,106.250000
20090880,20091903,CN,China,Ningxia Huizu,Zhongwei,37.510034,105.181431
20091904,20092927,CN,China,Ningxia Huizu,Guyuan,36.016667,106.250000
20092928,20093439,CN,China,Ningxia Huizu,Zhongwei,37.510034,105.181431
20093440,20093695,CN,China,Ningxia Huizu,Yinchuan,38.468237,106.272599
20093696,20093951,CN,China,Ningxia Huizu,Zhongwei,37.510034,105.181431
20093952,20094975,CN,China,Ningxia Huizu,Wuzhong,38.000000,106.200000
20094976,20099071,CN,China,Ningxia Huizu,Guyuan,36.016667,106.250000
20099072,20100095,CN,China,Ningxia Huizu,Yinchuan,38.468237,106.272599
20100096,20103167,CN,China,Ningxia Huizu,Zhongwei,37.510034,105.181431
20103168,20105215,CN,China,Ningxia Huizu,Guyuan,36.016667,106.250000
20105216,20106239,CN,China,Ningxia Huizu,Zhongwei,37.510034,105.181431
20106240,20113407,CN,China,Ningxia Huizu,Yinchuan,38.468237,106.272599
20113408,20114431,CN,China,Ningxia Huizu,Wuzhong,38.000000,106.200000
20114432,20119551,CN,China,Ningxia Huizu,Yinchuan,38.468237,106.272599
20119552,20185087,CN,China,Jiangsu,Nanjing,32.061670,118.777990
20447232,20463615,CN,China,Heilongjiang,Hegang,47.400000,130.366670
20463616,20479999,CN,China,Heilongjiang,Harbin,45.750000,126.650000
20480000,20512767,CN,China,Heilongjiang,Mudanjiang,44.583837,129.599982
20512768,20529151,CN,China,Heilongjiang,Suihua,46.640615,126.996928
20529152,20545535,CN,China,Heilongjiang,Qiqihar,47.340770,123.967220
20545536,20561919,CN,China,Heilongjiang,Shuangyashan,46.636110,131.153890
20561920,20578303,CN,China,Heilongjiang,Jixi,45.300081,130.966360
20578304,20615679,CN,China,Heilongjiang,Harbin,45.750000,126.650000
20615680,20615935,CN,China,Heilongjiang,Shangzhi,45.216670,127.966670
20615936,20643839,CN,China,Heilongjiang,Harbin,45.750000,126.650000
20643840,20658943,CN,China,Heilongjiang,Daqing,46.583330,125.000000
20658944,20659199,CN,China,Jilin,Songyuan,45.150000,124.833333
20659200,20676607,CN,China,Heilongjiang,Daqing,46.583330,125.000000
20676608,20709375,CN,China,Heilongjiang,Jiamusi,46.833330,130.350000
20709376,20711423,CN,China,Heilongjiang,Harbin,45.750000,126.650000
20711424,20725759,CN,China,Heilongjiang,Heihe,50.266670,127.466670
20725760,20742143,CN,China,Heilongjiang,Qitaihe,45.800000,130.850000
20742144,20750335,CN,China,Heilongjiang,Yichun,47.700000,128.900000
20750336,20750591,CN,China,Heilongjiang,Harbin,45.750000,126.650000
20750592,20758527,CN,China,Heilongjiang,Yichun,47.700000,128.900000
20758528,20774911,CN,China,Heilongjiang,Qiqihar,47.340770,123.967220
20774912,20807679,CN,China,Heilongjiang,Suihua,46.640615,126.996928
20807680,20840447,CN,China,Heilongjiang,Qiqihar,47.340770,123.967220
20840448,20849407,CN,China,Heilongjiang,Harbin,45.750000,126.650000
20849408,20849663,CN,China,Heilongjiang,Shangzhi,45.216670,127.966670
20849664,20905983,CN,China,Heilongjiang,Harbin,45.750000,126.650000
20905984,20922367,CN,China,Heilongjiang,Jixi,45.300081,130.966360
20922368,20927999,CN,China,Heilongjiang,Heihe,50.266670,127.466670
20928000,20930559,CN,China,Heilongjiang,Harbin,45.750000,126.650000
20930560,20938751,CN,China,Heilongjiang,Daqing,46.583330,125.000000
20938752,20955135,CN,China,Heilongjiang,Suihua,46.640615,126.996928
20955136,20971519,CN,China,Heilongjiang,Yichun,47.700000,128.900000
21233664,21257983,CN,China,Shanxi,Taiyuan,37.869440,112.561510
21257984,21258239,CN,China,Shanxi,Yuanping,38.715280,112.757500
21258240,21280767,CN,China,Shanxi,Taiyuan,37.869440,112.561510
21280768,21281023,CN,China,Shanxi,Changzhi,35.208890,111.738610
21281024,21299199,CN,China,Shanxi,Taiyuan,37.869440,112.561510
21299200,21315583,CN,China,Shanxi,Jinzhong,37.683333,112.733333
21315584,21331967,CN,China,Shanxi,Taiyuan,37.869440,112.561510
21331968,21348351,CN,China,Shanxi,Yuncheng,35.023060,110.992780
21348352,21355007,CN,China,Shanxi,Taiyuan,37.869440,112.561510
21355008,21362431,CN,China,Shanxi,Xinzhou,38.409170,112.733330
21362432,21372927,CN,China,Shanxi,Taiyuan,37.869440,112.561510
21372928,21381119,CN,China,Shanxi,Changzhi,35.208890,111.738610
21381120,21396479,CN,China,Shanxi,Taiyuan,37.869440,112.561510
21396480,21396735,CN,China,Shanxi,Jinzhong,37.683333,112.733333
21396736,21409535,CN,China,Shanxi,Taiyuan,37.869440,112.561510
21409536,21409791,CN,China,Shanxi,Shuozhou,39.315830,112.422500
21409792,21426943,CN,China,Shanxi,Taiyuan,37.869440,112.561510
21426944,21427199,CN,China,Shanxi,Yangquan,37.857500,113.563330
21427200,21427455,CN,China,Shanxi,Taiyuan,37.869440,112.561510
21427456,21427711,CN,China,Shanxi,Yangquan,37.857500,113.563330
21427712,21479423,CN,China,Shanxi,Taiyuan,37.869440,112.561510
21479424,21495807,CN,China,Shanxi,Yuncheng,35.023060,110.992780
22020096,22048767,CN,China,Shaanxi,Xi'an,34.258330,108.928610
22048768,22049023,CN,China,Shaanxi,Xianyang,34.337780,108.702610
22049024,22049535,CN,China,Shaanxi,Xi'an,34.258330,108.928610
22049536,22050303,CN,China,Shaanxi,Xianyang,34.337780,108.702610
22050304,22087679,CN,China,Shaanxi,Xi'an,34.258330,108.928610
22087680,22118399,CN,China,Shaanxi,Weinan,34.503366,109.508895
22118400,22151167,CN,China,Shaanxi,Hanzhong,33.072807,107.030609
22151168,22159359,CN,China,Shaanxi,Shangluo,33.872200,109.941000
22159360,22159615,CN,China,Shaanxi,Xi'an,34.258330,108.928610
22159616,22164735,CN,China,Shaanxi,Ankang,32.680000,109.017220
22164736,22167551,CN,China,Shaanxi,Xi'an,34.258330,108.928610
22167552,22170111,CN,China,Shaanxi,Yulin,38.290560,109.749440
22170112,22170367,CN,China,Shaanxi,Weinan,34.503366,109.508895
22170368,22183935,CN,China,Shaanxi,Yulin,38.290560,109.749440
22183936,22200319,CN,China,Shaanxi,Baoji,34.353611,107.375278
22200320,22203903,CN,China,Shaanxi,Xi'an,34.258330,108.928610
22203904,22204159,CN,China,Shaanxi,Baoji,34.353611,107.375278
22204160,22282495,CN,China,Shaanxi,Xi'an,34.258330,108.928610
22282496,22298623,CN,China,Shaanxi,Hanzhong,33.072807,107.030609
22298624,22331391,CN,China,Shaanxi,Ankang,32.680000,109.017220
22331392,22335487,CN,China,Shaanxi,Baoji,34.353611,107.375278
22335488,22337535,CN,China,Shaanxi,Xianyang,34.337780,108.702610
22337536,22339583,CN,China,Shaanxi,Yulin,38.290560,109.749440
22339584,22341631,CN,China,Shaanxi,Xi'an,34.258330,108.928610
22341632,22343679,CN,China,Shaanxi,Shangluo,33.872200,109.941000
22343680,22345727,CN,China,Shaanxi,Ankang,32.680000,109.017220
22345728,22346751,CN,China,Shaanxi,Yan'an,36.583333,109.483333
22346752,22347775,CN,China,Shaanxi,Tongchuan,34.898800,108.950560
22347776,22374399,CN,China,Shaanxi,Xi'an,34.258330,108.928610
22374400,22374655,CN,China,Shaanxi,Ankang,32.680000,109.017220
22374656,22379775,CN,China,Shaanxi,Xi'an,34.258330,108.928610
22379776,22380543,CN,China,Shaanxi,Ankang,32.680000,109.017220
22380544,22413311,CN,China,Shaanxi,Xi'an,34.258330,108.928610
22413312,22413567,CN,China,Shaanxi,Xianyang,34.337780,108.702610
22413568,22431231,CN,China,Shaanxi,Xi'an,34.258330,108.928610
22431232,22431487,CN,China,Shaanxi,Yan'an,36.583333,109.483333
22431488,22445055,CN,China,Shaanxi,Xi'an,34.258330,108.928610
22445056,22445567,CN,China,Shaanxi,Xianyang,34.337780,108.702610
22445568,22462719,CN,China,Shaanxi,Xi'an,34.258330,108.928610
22462720,22465535,CN,China,Shaanxi,Weinan,34.503366,109.508895
22465536,22495231,CN,China,Shaanxi,Xi'an,34.258330,108.928610
